# Pod nào bị restart / tạo lại sau fault
# phase=after  utc=20260730-180505
------------------------------------------------------------------------
POD                                              AGE                    RESTARTS   NODE                                             PHASE
4m7s        Warning   Unhealthy                      pod/checkout-rollout-7db54d4f76-xwqbf                 Readiness probe failed: service unhealthy (responded with "NOT_SERVING")
4m3s        Warning   Unhealthy                      pod/checkout-rollout-7db54d4f76-rq8jl                 Readiness probe failed: service unhealthy (responded with "NOT_SERVING")
4m2s        Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/frontend-hpa                  invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: Get "https://172.16.181.6:443/apis/metrics.k8s.io/v1beta1/namespaces/techx-tf3/pods?labelSelector=opentelemetry.io%2Fname%3Dfrontend": stream error: stream ID 21779; INTERNAL_ERROR; received from peer
4m2s        Warning   FailedGetResourceMetric        horizontalpodautoscaler/frontend-hpa                  failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: Get "https://172.16.181.6:443/apis/metrics.k8s.io/v1beta1/namespaces/techx-tf3/pods?labelSelector=opentelemetry.io%2Fname%3Dfrontend": stream error: stream ID 21779; INTERNAL_ERROR; received from peer
4m2s        Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/currency-hpa                  invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: Get "https://172.16.181.6:443/apis/metrics.k8s.io/v1beta1/namespaces/techx-tf3/pods?labelSelector=opentelemetry.io%2Fname%3Dcurrency": stream error: stream ID 21771; INTERNAL_ERROR; received from peer
4m2s        Warning   FailedGetResourceMetric        horizontalpodautoscaler/product-reviews-hpa           failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: Get "https://172.16.181.6:443/apis/metrics.k8s.io/v1beta1/namespaces/techx-tf3/pods?labelSelector=opentelemetry.io%2Fname%3Dproduct-reviews": stream error: stream ID 21769; INTERNAL_ERROR; received from peer
4m2s        Warning   FailedGetResourceMetric        horizontalpodautoscaler/recommendation-hpa            failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: Get "https://172.16.181.6:443/apis/metrics.k8s.io/v1beta1/namespaces/techx-tf3/pods?labelSelector=opentelemetry.io%2Fname%3Drecommendation": stream error: stream ID 21777; INTERNAL_ERROR; received from peer
4m2s        Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/frontend-proxy-hpa            invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: Get "https://172.16.181.6:443/apis/metrics.k8s.io/v1beta1/namespaces/techx-tf3/pods?labelSelector=opentelemetry.io%2Fname%3Dfrontend-proxy": stream error: stream ID 21767; INTERNAL_ERROR; received from peer
4m2s        Warning   FailedGetResourceMetric        horizontalpodautoscaler/frontend-proxy-hpa            failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: Get "https://172.16.181.6:443/apis/metrics.k8s.io/v1beta1/namespaces/techx-tf3/pods?labelSelector=opentelemetry.io%2Fname%3Dfrontend-proxy": stream error: stream ID 21767; INTERNAL_ERROR; received from peer
4m2s        Warning   FailedGetResourceMetric        horizontalpodautoscaler/currency-hpa                  failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: Get "https://172.16.181.6:443/apis/metrics.k8s.io/v1beta1/namespaces/techx-tf3/pods?labelSelector=opentelemetry.io%2Fname%3Dcurrency": stream error: stream ID 21771; INTERNAL_ERROR; received from peer
4m2s        Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/recommendation-hpa            invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: Get "https://172.16.181.6:443/apis/metrics.k8s.io/v1beta1/namespaces/techx-tf3/pods?labelSelector=opentelemetry.io%2Fname%3Drecommendation": stream error: stream ID 21777; INTERNAL_ERROR; received from peer
4m2s        Warning   FailedGetResourceMetric        horizontalpodautoscaler/product-catalog-hpa           failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: Get "https://172.16.181.6:443/apis/metrics.k8s.io/v1beta1/namespaces/techx-tf3/pods?labelSelector=opentelemetry.io%2Fname%3Dproduct-catalog": stream error: stream ID 21773; INTERNAL_ERROR; received from peer
4m2s        Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/product-catalog-hpa           invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: Get "https://172.16.181.6:443/apis/metrics.k8s.io/v1beta1/namespaces/techx-tf3/pods?labelSelector=opentelemetry.io%2Fname%3Dproduct-catalog": stream error: stream ID 21773; INTERNAL_ERROR; received from peer
4m2s        Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/product-reviews-hpa           invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: Get "https://172.16.181.6:443/apis/metrics.k8s.io/v1beta1/namespaces/techx-tf3/pods?labelSelector=opentelemetry.io%2Fname%3Dproduct-reviews": stream error: stream ID 21769; INTERNAL_ERROR; received from peer
3m45s       Normal    Pulled                         pod/aiops-engine-5c97ccf9b8-fvhsr                     Successfully pulled image "197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp:a99e45f-30564218483-aiops-engine@sha256:ea9f89dc75161836d54002f9b83d041948091f9374a83541f521cb9137480ed3" in 118ms (118ms including waiting). Image size: 177457088 bytes.
3m10s       Warning   Unhealthy                      pod/recommendation-759b7cd8c6-l298d                   Readiness probe failed: timeout: health rpc did not complete within 2s
3m2s        Warning   FailedUpdateStatus             horizontalpodautoscaler/email-hpa                     Operation cannot be fulfilled on horizontalpodautoscalers.autoscaling "email-hpa": the object has been modified; please apply your changes to the latest version and try again
3m2s        Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/email-hpa                     invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: Get "https://172.16.181.6:443/apis/metrics.k8s.io/v1beta1/namespaces/techx-tf3/pods?labelSelector=opentelemetry.io%2Fname%3Demail": stream error: stream ID 21887; INTERNAL_ERROR; received from peer
3m2s        Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/ad-hpa                        invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server was unable to return a response in the time allotted, but may still be processing the request (get pods.metrics.k8s.io)
3m2s        Warning   FailedGetResourceMetric        horizontalpodautoscaler/ad-hpa                        failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server was unable to return a response in the time allotted, but may still be processing the request (get pods.metrics.k8s.io)
3m2s        Warning   FailedGetResourceMetric        horizontalpodautoscaler/email-hpa                     failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: Get "https://172.16.181.6:443/apis/metrics.k8s.io/v1beta1/namespaces/techx-tf3/pods?labelSelector=opentelemetry.io%2Fname%3Demail": stream error: stream ID 21887; INTERNAL_ERROR; received from peer
2m55s       Normal    Pulled                         pod/accounting-7d84686dc6-hkb5w                       Container image "197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:32aeb5e03cd55a4f6a9927b950d019393e39e480541877471e622f002c3107f7" already present on machine and can be accessed by the pod
2m55s       Normal    Created                        pod/accounting-7d84686dc6-hkb5w                       Container created
2m54s       Normal    Started                        pod/accounting-7d84686dc6-hkb5w                       Container started
2m47s       Warning   FailedGetResourceMetric        horizontalpodautoscaler/currency-hpa                  failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
2m47s       Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/currency-hpa                  invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
2m32s       Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/product-catalog-hpa           invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
2m32s       Warning   FailedGetResourceMetric        horizontalpodautoscaler/product-catalog-hpa           failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
2m17s       Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/checkout-hpa                  invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
2m17s       Warning   FailedGetResourceMetric        horizontalpodautoscaler/checkout-hpa                  failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
107s        Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/email-hpa                     invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server was unable to return a response in the time allotted, but may still be processing the request (get pods.metrics.k8s.io)
107s        Normal    Killing                        pod/aiops-engine-5c97ccf9b8-fvhsr                     Container engine failed liveness probe, will be restarted
107s        Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/frontend-proxy-hpa            invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server was unable to return a response in the time allotted, but may still be processing the request (get pods.metrics.k8s.io)
107s        Warning   FailedGetResourceMetric        horizontalpodautoscaler/email-hpa                     failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server was unable to return a response in the time allotted, but may still be processing the request (get pods.metrics.k8s.io)
107s        Warning   FailedGetResourceMetric        horizontalpodautoscaler/frontend-proxy-hpa            failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server was unable to return a response in the time allotted, but may still be processing the request (get pods.metrics.k8s.io)
92s         Warning   FailedGetResourceMetric        horizontalpodautoscaler/cart-hpa                      failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server was unable to return a response in the time allotted, but may still be processing the request (get pods.metrics.k8s.io)
92s         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/cart-hpa                      invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server was unable to return a response in the time allotted, but may still be processing the request (get pods.metrics.k8s.io)
92s         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/product-reviews-hpa           invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server was unable to return a response in the time allotted, but may still be processing the request (get pods.metrics.k8s.io)
92s         Warning   FailedGetResourceMetric        horizontalpodautoscaler/product-reviews-hpa           failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server was unable to return a response in the time allotted, but may still be processing the request (get pods.metrics.k8s.io)
92s         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/ad-hpa                        invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: Get "https://172.16.181.6:443/apis/metrics.k8s.io/v1beta1/namespaces/techx-tf3/pods?labelSelector=opentelemetry.io%2Fname%3Dad": stream error: stream ID 22179; INTERNAL_ERROR; received from peer
92s         Warning   FailedGetResourceMetric        horizontalpodautoscaler/ad-hpa                        failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: Get "https://172.16.181.6:443/apis/metrics.k8s.io/v1beta1/namespaces/techx-tf3/pods?labelSelector=opentelemetry.io%2Fname%3Dad": stream error: stream ID 22179; INTERNAL_ERROR; received from peer
92s         Warning   FailedGetResourceMetric        horizontalpodautoscaler/currency-hpa                  failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server was unable to return a response in the time allotted, but may still be processing the request (get pods.metrics.k8s.io)
92s         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/currency-hpa                  invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server was unable to return a response in the time allotted, but may still be processing the request (get pods.metrics.k8s.io)
77s         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/product-catalog-hpa           invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server was unable to return a response in the time allotted, but may still be processing the request (get pods.metrics.k8s.io)
77s         Warning   FailedGetResourceMetric        horizontalpodautoscaler/product-catalog-hpa           failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server was unable to return a response in the time allotted, but may still be processing the request (get pods.metrics.k8s.io)
62s         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/cart-hpa                      invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
62s         Warning   FailedGetResourceMetric        horizontalpodautoscaler/recommendation-hpa            failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
62s         Warning   FailedGetResourceMetric        horizontalpodautoscaler/ad-hpa                        failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
62s         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/frontend-hpa                  invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server was unable to return a response in the time allotted, but may still be processing the request (get pods.metrics.k8s.io)
62s         Warning   FailedGetResourceMetric        horizontalpodautoscaler/frontend-hpa                  failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server was unable to return a response in the time allotted, but may still be processing the request (get pods.metrics.k8s.io)
62s         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/frontend-hpa                  invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
62s         Warning   FailedGetResourceMetric        horizontalpodautoscaler/frontend-hpa                  failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
62s         Warning   FailedGetResourceMetric        horizontalpodautoscaler/product-catalog-hpa           failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
62s         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/product-catalog-hpa           invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
62s         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/email-hpa                     invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
62s         Warning   FailedGetResourceMetric        horizontalpodautoscaler/email-hpa                     failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
62s         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/ad-hpa                        invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
62s         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/recommendation-hpa            invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server was unable to return a response in the time allotted, but may still be processing the request (get pods.metrics.k8s.io)
62s         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/currency-hpa                  invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
62s         Warning   FailedGetResourceMetric        horizontalpodautoscaler/currency-hpa                  failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
62s         Warning   FailedGetResourceMetric        horizontalpodautoscaler/product-reviews-hpa           failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
62s         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/product-reviews-hpa           invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
62s         Warning   FailedGetResourceMetric        horizontalpodautoscaler/recommendation-hpa            failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server was unable to return a response in the time allotted, but may still be processing the request (get pods.metrics.k8s.io)
62s         Warning   FailedGetResourceMetric        horizontalpodautoscaler/cart-hpa                      failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
62s         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/recommendation-hpa            invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
62s         Warning   FailedGetResourceMetric        horizontalpodautoscaler/checkout-hpa                  failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
62s         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/checkout-hpa                  invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
62s         Warning   FailedGetResourceMetric        horizontalpodautoscaler/checkout-hpa                  failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server was unable to return a response in the time allotted, but may still be processing the request (get pods.metrics.k8s.io)
62s         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/checkout-hpa                  invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server was unable to return a response in the time allotted, but may still be processing the request (get pods.metrics.k8s.io)
47s         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/cart-hpa                      invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
47s         Warning   FailedGetResourceMetric        horizontalpodautoscaler/frontend-proxy-hpa            failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
47s         Normal    ScalingReplicaSet              deployment/currency                                   Scaled up replica set currency-b775db549 from 2 to 5
47s         Warning   FailedGetResourceMetric        horizontalpodautoscaler/ad-hpa                        failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
47s         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/ad-hpa                        invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
47s         Normal    SuccessfulRescale              horizontalpodautoscaler/currency-hpa                  New size: 5; reason: cpu resource utilization (percentage of request) above target
47s         Warning   FailedGetResourceMetric        horizontalpodautoscaler/product-reviews-hpa           failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
47s         Warning   FailedGetResourceMetric        horizontalpodautoscaler/cart-hpa                      failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
47s         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/product-reviews-hpa           invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
47s         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/frontend-proxy-hpa            invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
46s         Normal    Pulled                         pod/aiops-engine-5c97ccf9b8-fvhsr                     Successfully pulled image "197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp:a99e45f-30564218483-aiops-engine@sha256:ea9f89dc75161836d54002f9b83d041948091f9374a83541f521cb9137480ed3" in 116ms (116ms including waiting). Image size: 177457088 bytes.
46s         Normal    Pulled                         pod/currency-b775db549-jvzqs                          Container image "197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:f01846d1253f755c96e37b9c321553a9520c3f06ec54780a63048a3966d32fa0" already present on machine and can be accessed by the pod
46s         Normal    Created                        pod/currency-b775db549-jvzqs                          Container created
46s         Normal    Started                        pod/currency-b775db549-jvzqs                          Container started
46s         Normal    SuccessfulCreate               replicaset/currency-b775db549                         Created pod: currency-b775db549-j5xb7
46s         Normal    SuccessfulCreate               replicaset/currency-b775db549                         Created pod: currency-b775db549-jvzqs
46s         Normal    Pulling                        pod/currency-b775db549-5n457                          Pulling image "197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:f01846d1253f755c96e37b9c321553a9520c3f06ec54780a63048a3966d32fa0"
46s         Normal    Scheduled                      pod/currency-b775db549-jvzqs                          Successfully assigned techx-tf3/currency-b775db549-jvzqs to ip-10-0-5-127.ap-southeast-1.compute.internal
46s         Normal    Pulling                        pod/aiops-engine-5c97ccf9b8-fvhsr                     Pulling image "197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp:a99e45f-30564218483-aiops-engine@sha256:ea9f89dc75161836d54002f9b83d041948091f9374a83541f521cb9137480ed3"
46s         Normal    Created                        pod/aiops-engine-5c97ccf9b8-fvhsr                     Container created
46s         Normal    Scheduled                      pod/currency-b775db549-j5xb7                          Successfully assigned techx-tf3/currency-b775db549-j5xb7 to ip-10-0-45-138.ap-southeast-1.compute.internal
46s         Normal    Scheduled                      pod/currency-b775db549-5n457                          Successfully assigned techx-tf3/currency-b775db549-5n457 to ip-10-0-45-138.ap-southeast-1.compute.internal
46s         Normal    Started                        pod/aiops-engine-5c97ccf9b8-fvhsr                     Container started
46s         Normal    SuccessfulCreate               replicaset/currency-b775db549                         Created pod: currency-b775db549-5n457
46s         Normal    Pulling                        pod/currency-b775db549-j5xb7                          Pulling image "197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:f01846d1253f755c96e37b9c321553a9520c3f06ec54780a63048a3966d32fa0"
45s         Normal    Started                        pod/currency-b775db549-5n457                          Container started
45s         Normal    Created                        pod/currency-b775db549-5n457                          Container created
45s         Normal    Pulled                         pod/currency-b775db549-j5xb7                          Successfully pulled image "197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:f01846d1253f755c96e37b9c321553a9520c3f06ec54780a63048a3966d32fa0" in 1.201s (1.201s including waiting). Image size: 30385042 bytes.
45s         Normal    Created                        pod/currency-b775db549-j5xb7                          Container created
45s         Normal    Started                        pod/currency-b775db549-j5xb7                          Container started
45s         Normal    Pulled                         pod/currency-b775db549-5n457                          Successfully pulled image "197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:f01846d1253f755c96e37b9c321553a9520c3f06ec54780a63048a3966d32fa0" in 1.201s (1.201s including waiting). Image size: 30385042 bytes.

