# Pod nào bị restart / tạo lại sau fault
# phase=after  utc=20260730-180505
------------------------------------------------------------------------
POD                                              AGE                    RESTARTS   NODE                                             PHASE
37m         Warning   PolicyViolation                replicaset/shipping-6486db8545                        policy verify-first-party-signatures/autogen-verify-techx-main-workflow-signature fail: failed to verify image 197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:4952c73703cca38ec8afe934a3571f5f0a5f5e8e2adeb4af3eafc5cfa5ddb3ec: .attestors[0].entries[0].keyless: no signatures found
37m         Warning   PolicyViolation                replicaset/prometheus-6d945bc74b                      policy allow-approved-external-image-digests/autogen-require-approved-external-image-digest fail: validation failure: External images must match the reviewed exact-digest catalog.
37m         Warning   PolicyViolation                replicaset/prometheus-78b6bb74c                       policy allow-approved-external-image-digests/autogen-require-approved-external-image-digest fail: validation failure: External images must match the reviewed exact-digest catalog.
37m         Warning   PolicyViolation                replicaset/cart-6bc6b44f9c                            policy verify-first-party-signatures/autogen-verify-techx-main-workflow-signature fail: failed to verify image 197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:1cc20ba4d7f195245429e084e5aa495a305ed0b14539261953f8595ab50c05b6: .attestors[0].entries[0].keyless: no signatures found
37m         Warning   PolicyViolation                replicaset/cart-7bbffc89f4                            policy verify-first-party-signatures/autogen-verify-techx-main-workflow-signature fail: failed to verify image 197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:bff18e3c5ded67d25be28c80c0ac56ad9bf3c00e790ce33aed9c91b278481bd6: .attestors[0].entries[0].keyless: no signatures found
37m         Warning   PolicyViolation                replicaset/prometheus-799c49fd                        policy allow-approved-external-image-digests/autogen-require-approved-external-image-digest fail: validation failure: External images must match the reviewed exact-digest catalog.
37m         Warning   PolicyViolation                replicaset/llm-6db867d7                               policy allow-approved-external-image-digests/autogen-require-approved-external-image-digest fail: validation failure: External images must match the reviewed exact-digest catalog.
37m         Warning   PolicyViolation                replicaset/prometheus-97d59d598                       policy allow-approved-external-image-digests/autogen-require-approved-external-image-digest fail: validation failure: External images must match the reviewed exact-digest catalog.
37m         Warning   PolicyViolation                replicaset/recommendation-79f686b6ff                  policy verify-first-party-signatures/autogen-verify-techx-main-workflow-signature fail: failed to verify image 197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:7b1246d011356a0e6d2b0b94b854b2bc3eb0ee06a502d02d9a79a3163b447b78: .attestors[0].entries[0].keyless: no signatures found
37m         Warning   PolicyViolation                replicaset/prometheus-dc66f94bb                       policy allow-approved-external-image-digests/autogen-require-approved-external-image-digest fail: validation failure: External images must match the reviewed exact-digest catalog.
37m         Warning   PolicyViolation                replicaset/llm-64db8fbb85                             policy verify-first-party-signatures/autogen-verify-techx-main-workflow-signature fail: failed to verify image 197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:85a7578ef9b826196632fdd219eaa131f0caed024753499d036fc5baabf374b8: .attestors[0].entries[0].keyless: no signatures found
37m         Warning   PolicyViolation                replicaset/llm-558c5bcc85                             policy allow-approved-external-image-digests/autogen-require-approved-external-image-digest fail: validation failure: External images must match the reviewed exact-digest catalog.
37m         Warning   PolicyViolation                replicaset/checkout-5cd694fdbb                        policy verify-first-party-signatures/autogen-verify-techx-main-workflow-signature fail: failed to verify image 197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:5b16d444b6e5a4da91ffbe24a9fe0a9aace7ae434271ebc70e3844dcfa8f584d: .attestors[0].entries[0].keyless: no signatures found
37m         Warning   PolicyViolation                replicaset/checkout-68dc7fbc75                        policy verify-first-party-signatures/autogen-verify-techx-main-workflow-signature fail: failed to verify image 197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:ebea1f1d2ab51dac3a1de5493d4a8e97e6607601f966315eb1608a4d6f9aeeb8: .attestors[0].entries[0].keyless: no signatures found
37m         Warning   PolicyViolation                replicaset/checkout-758cb78956                        policy verify-first-party-signatures/autogen-verify-techx-main-workflow-signature fail: failed to verify image 197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:efb7eff627bf064ee66c8f77a76d0e1ce222b96fe98fe6c6a94b5af25b13ae33: .attestors[0].entries[0].keyless: no signatures found
37m         Warning   PolicyViolation                replicaset/checkout-776568bd4c                        policy verify-first-party-signatures/autogen-verify-techx-main-workflow-signature fail: failed to verify image 197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:efb7eff627bf064ee66c8f77a76d0e1ce222b96fe98fe6c6a94b5af25b13ae33: .attestors[0].entries[0].keyless: no signatures found
37m         Warning   PolicyViolation                replicaset/checkout-786c5d7777                        policy verify-first-party-signatures/autogen-verify-techx-main-workflow-signature fail: failed to verify image 197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:efb7eff627bf064ee66c8f77a76d0e1ce222b96fe98fe6c6a94b5af25b13ae33: .attestors[0].entries[0].keyless: no signatures found
37m         Warning   PolicyViolation                replicaset/checkout-7f6d87f95                         policy verify-first-party-signatures/autogen-verify-techx-main-workflow-signature fail: failed to verify image 197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:ebea1f1d2ab51dac3a1de5493d4a8e97e6607601f966315eb1608a4d6f9aeeb8: .attestors[0].entries[0].keyless: no signatures found
37m         Warning   PolicyViolation                replicaset/checkout-b588f8dff                         policy verify-first-party-signatures/autogen-verify-techx-main-workflow-signature fail: failed to verify image 197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:ebea1f1d2ab51dac3a1de5493d4a8e97e6607601f966315eb1608a4d6f9aeeb8: .attestors[0].entries[0].keyless: no signatures found
37m         Warning   PolicyViolation                replicaset/quote-67c668966d                           policy verify-first-party-signatures/autogen-verify-techx-main-workflow-signature fail: failed to verify image 197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:97fbf36ede49bb20218b75bfe0f2c9e90ed976114813091abb11ca789f567df3: .attestors[0].entries[0].keyless: no signatures found
37m         Warning   PolicyViolation                replicaset/jaeger-8486fc8db9                          policy allow-approved-external-image-digests/autogen-require-approved-external-image-digest fail: validation failure: External images must match the reviewed exact-digest catalog.
37m         Warning   PolicyViolation                replicaset/quote-77446c786c                           policy verify-first-party-signatures/autogen-verify-techx-main-workflow-signature fail: failed to verify image 197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:97fbf36ede49bb20218b75bfe0f2c9e90ed976114813091abb11ca789f567df3: .attestors[0].entries[0].keyless: no signatures found
37m         Warning   PolicyViolation                replicaset/currency-79dd57cdcb                        policy verify-first-party-signatures/autogen-verify-techx-main-workflow-signature fail: failed to verify image 197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:e4e4c76b27fea4d82bbc25aa2f2d6c2163450a223f89c71e7ae4985fb6c0203a: .attestors[0].entries[0].keyless: no signatures found
37m         Warning   PolicyViolation                replicaset/jaeger-8457c9564b                          policy allow-approved-external-image-digests/autogen-require-approved-external-image-digest fail: validation failure: External images must match the reviewed exact-digest catalog.
37m         Warning   PolicyViolation                replicaset/recommendation-58c7d4df8                   policy verify-first-party-signatures/autogen-verify-techx-main-workflow-signature fail: failed to verify image 197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:7b1246d011356a0e6d2b0b94b854b2bc3eb0ee06a502d02d9a79a3163b447b78: .attestors[0].entries[0].keyless: no signatures found
37m         Warning   PolicyViolation                replicaset/recommendation-55fd699b78                  policy allow-approved-external-image-digests/autogen-require-approved-external-image-digest fail: validation failure: External images must match the reviewed exact-digest catalog.
37m         Warning   PolicyViolation                replicaset/recommendation-54788df958                  policy allow-approved-external-image-digests/autogen-require-approved-external-image-digest fail: validation failure: External images must match the reviewed exact-digest catalog.
37m         Warning   PolicyViolation                replicaset/checkout-rollout-5c6cdf75dd                policy verify-first-party-signatures/autogen-verify-techx-main-workflow-signature fail: failed to verify image 197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:efb7eff627bf064ee66c8f77a76d0e1ce222b96fe98fe6c6a94b5af25b13ae33: .attestors[0].entries[0].keyless: no signatures found
37m         Warning   PolicyViolation                replicaset/checkout-rollout-5d5f99bf94                policy verify-first-party-signatures/autogen-verify-techx-main-workflow-signature fail: failed to verify image 197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:ebea1f1d2ab51dac3a1de5493d4a8e97e6607601f966315eb1608a4d6f9aeeb8: .attestors[0].entries[0].keyless: no signatures found
37m         Warning   PolicyViolation                replicaset/checkout-rollout-669df7ccf                 policy verify-first-party-signatures/autogen-verify-techx-main-workflow-signature fail: failed to verify image 197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:5b16d444b6e5a4da91ffbe24a9fe0a9aace7ae434271ebc70e3844dcfa8f584d: .attestors[0].entries[0].keyless: no signatures found
37m         Warning   PolicyViolation                replicaset/checkout-rollout-6d97d4ff58                policy verify-first-party-signatures/autogen-verify-techx-main-workflow-signature fail: failed to verify image 197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:ebea1f1d2ab51dac3a1de5493d4a8e97e6607601f966315eb1608a4d6f9aeeb8: .attestors[0].entries[0].keyless: no signatures found
37m         Warning   PolicyViolation                replicaset/checkout-rollout-79d8f999dc                policy verify-first-party-signatures/autogen-verify-techx-main-workflow-signature fail: failed to verify image 197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:efb7eff627bf064ee66c8f77a76d0e1ce222b96fe98fe6c6a94b5af25b13ae33: .attestors[0].entries[0].keyless: no signatures found
37m         Warning   PolicyViolation                replicaset/cloudflared-768cf6b658                     policy allow-approved-external-image-digests/autogen-require-approved-external-image-digest fail: validation failure: External images must match the reviewed exact-digest catalog.
37m         Warning   PolicyViolation                replicaset/cloudflared-747fd76fc9                     policy allow-approved-external-image-digests/autogen-require-approved-external-image-digest fail: validation failure: External images must match the reviewed exact-digest catalog.
37m         Warning   PolicyViolation                replicaset/checkout-rollout-c5cc56fd5                 policy verify-first-party-signatures/autogen-verify-techx-main-workflow-signature fail: failed to verify image 197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:efb7eff627bf064ee66c8f77a76d0e1ce222b96fe98fe6c6a94b5af25b13ae33: .attestors[0].entries[0].keyless: no signatures found
37m         Warning   PolicyViolation                replicaset/checkout-rollout-b5479c5d6                 policy verify-first-party-signatures/autogen-verify-techx-main-workflow-signature fail: failed to verify image 197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:ebea1f1d2ab51dac3a1de5493d4a8e97e6607601f966315eb1608a4d6f9aeeb8: .attestors[0].entries[0].keyless: no signatures found
37m         Warning   PolicyViolation                replicaset/jaeger-68d575d8b9                          policy allow-approved-external-image-digests/autogen-require-approved-external-image-digest fail: validation failure: External images must match the reviewed exact-digest catalog.
37m         Warning   PolicyViolation                replicaset/jaeger-6dc87dfc89                          policy allow-approved-external-image-digests/autogen-require-approved-external-image-digest fail: validation failure: External images must match the reviewed exact-digest catalog.
54m         Normal    SuccessfulRescale              horizontalpodautoscaler/ad-hpa                        New size: 3; reason: cpu resource utilization (percentage of request) above target
54m         Normal    ScalingReplicaSet              deployment/ad                                         Scaled up replica set ad-748cc587b8 from 1 to 3
54m         Normal    Pulled                         pod/ad-748cc587b8-rmk7f                               Container image "197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:04d1460d9a48b35182d85b17d416f4a4d16b74011bb42fdee417f288340a2052" already present on machine and can be accessed by the pod
54m         Normal    Pulled                         pod/ad-748cc587b8-f9xb5                               Container image "197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:04d1460d9a48b35182d85b17d416f4a4d16b74011bb42fdee417f288340a2052" already present on machine and can be accessed by the pod
54m         Normal    Created                        pod/ad-748cc587b8-f9xb5                               Container created
54m         Normal    Scheduled                      pod/ad-748cc587b8-f9xb5                               Successfully assigned techx-tf3/ad-748cc587b8-f9xb5 to ip-10-0-43-83.ap-southeast-1.compute.internal
54m         Normal    Scheduled                      pod/ad-748cc587b8-rmk7f                               Successfully assigned techx-tf3/ad-748cc587b8-rmk7f to ip-10-0-8-134.ap-southeast-1.compute.internal
54m         Normal    SuccessfulCreate               replicaset/ad-748cc587b8                              Created pod: ad-748cc587b8-f9xb5
54m         Normal    Created                        pod/ad-748cc587b8-rmk7f                               Container created
54m         Normal    SuccessfulCreate               replicaset/ad-748cc587b8                              Created pod: ad-748cc587b8-rmk7f
54m         Normal    Started                        pod/ad-748cc587b8-f9xb5                               Container started
54m         Normal    Started                        pod/ad-748cc587b8-rmk7f                               Container started
53m         Warning   Unhealthy                      pod/ad-748cc587b8-rmk7f                               Readiness probe failed: dial tcp 10.0.5.104:8080: connect: connection refused
53m         Warning   Unhealthy                      pod/ad-748cc587b8-f9xb5                               Readiness probe failed: dial tcp 10.0.34.175:8080: connect: connection refused
51m         Normal    Killing                        pod/ad-748cc587b8-f9xb5                               Stopping container ad
51m         Normal    SuccessfulRescale              horizontalpodautoscaler/ad-hpa                        New size: 2; reason: All metrics below target
51m         Normal    SuccessfulDelete               replicaset/ad-748cc587b8                              Deleted pod: ad-748cc587b8-f9xb5
51m         Normal    ScalingReplicaSet              deployment/ad                                         Scaled down replica set ad-748cc587b8 from 3 to 2
50m         Normal    SuccessfulDelete               replicaset/ad-748cc587b8                              Deleted pod: ad-748cc587b8-rmk7f
50m         Normal    Killing                        pod/ad-748cc587b8-rmk7f                               Stopping container ad
48m         Normal    Scheduled                      pod/aiops-engine-5c97ccf9b8-fvhsr                     Successfully assigned techx-tf3/aiops-engine-5c97ccf9b8-fvhsr to ip-10-0-24-177.ap-southeast-1.compute.internal
48m         Normal    ScalingReplicaSet              deployment/aiops-engine                               Scaled up replica set aiops-engine-5c97ccf9b8 from 0 to 1
48m         Normal    SuccessfulCreate               replicaset/aiops-engine-5c97ccf9b8                    Created pod: aiops-engine-5c97ccf9b8-fvhsr
48m         Normal    Pulled                         pod/aiops-engine-5c97ccf9b8-fvhsr                     Successfully pulled image "197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp:a99e45f-30564218483-aiops-engine@sha256:ea9f89dc75161836d54002f9b83d041948091f9374a83541f521cb9137480ed3" in 11.226s (11.226s including waiting). Image size: 177457088 bytes.
48m         Normal    ScalingReplicaSet              deployment/aiops-engine                               Scaled down replica set aiops-engine-575bc486fc from 1 to 0
48m         Normal    SuccessfulDelete               replicaset/aiops-engine-575bc486fc                    Deleted pod: aiops-engine-575bc486fc-bh7jj
48m         Normal    Killing                        pod/aiops-engine-575bc486fc-bh7jj                     Stopping container engine
48m         Warning   Unhealthy                      pod/aiops-engine-575bc486fc-bh7jj                     Readiness probe failed: Get "http://10.0.16.32:8000/readyz": dial tcp 10.0.16.32:8000: connect: connection refused
46m         Normal    Killing                        pod/frontend-577476c78b-g8mvp                         Stopping container frontend
45m         Normal    Scheduled                      pod/frontend-577476c78b-xvq2s                         Successfully assigned techx-tf3/frontend-577476c78b-xvq2s to ip-10-0-5-127.ap-southeast-1.compute.internal
45m         Normal    Pulled                         pod/frontend-577476c78b-xvq2s                         Container image "197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:0e9997d6e40bacdd68a3aac7f7df87a142fbd4e2beb3ef84741297b736fbc042" already present on machine and can be accessed by the pod
45m         Normal    Created                        pod/frontend-577476c78b-xvq2s                         Container created
45m         Normal    SuccessfulCreate               replicaset/frontend-577476c78b                        Created pod: frontend-577476c78b-xvq2s
45m         Normal    Started                        pod/frontend-577476c78b-xvq2s                         Container started
45m         Warning   FailedCreate                   replicaset/m5-t20                                     Error creating: pods "m5-t20-qpqs2" is forbidden: violates PodSecurity "restricted:v1.35": allowPrivilegeEscalation != false (container "c" must set securityContext.allowPrivilegeEscalation=false), unrestricted capabilities (container "c" must set securityContext.capabilities.drop=["ALL"]), runAsNonRoot != true (container "c" must not set securityContext.runAsNonRoot=false), runAsUser=0 (container "c" must not set runAsUser=0), seccompProfile (pod or container "c" must set securityContext.seccompProfile.type to "RuntimeDefault" or "Localhost")
45m         Normal    Killing                        pod/frontend-proxy-864dfc5bfc-2h7b4                   Stopping container frontend-proxy
45m         Normal    SuccessfulCreate               replicaset/frontend-proxy-864dfc5bfc                  Created pod: frontend-proxy-864dfc5bfc-8t4p6
45m         Normal    Scheduled                      pod/frontend-proxy-864dfc5bfc-8t4p6                   Successfully assigned techx-tf3/frontend-proxy-864dfc5bfc-8t4p6 to ip-10-0-5-127.ap-southeast-1.compute.internal
45m         Normal    Pulling                        pod/frontend-proxy-864dfc5bfc-8t4p6                   Pulling image "197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:fdbed036884de2f25af4a6e389cab195ad32457899bbcc92b8167e6d3c81cca3"
45m         Normal    Created                        pod/frontend-proxy-864dfc5bfc-8t4p6                   Container created
45m         Normal    Pulled                         pod/frontend-proxy-864dfc5bfc-8t4p6                   Successfully pulled image "197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:fdbed036884de2f25af4a6e389cab195ad32457899bbcc92b8167e6d3c81cca3" in 1.291s (1.291s including waiting). Image size: 76859371 bytes.
45m         Normal    Started                        pod/frontend-proxy-864dfc5bfc-8t4p6                   Container started
45m         Normal    SuccessfullyReconciled         targetgroupbinding/k8s-techxtf3-frontend-a9095982ec   Successfully reconciled
38m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/frontend-proxy-hpa            failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
38m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/frontend-proxy-hpa            invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
38m         Warning   NodeNotReady                   pod/prometheus-5f66b859cf-jl2j8                       Node is not ready
38m         Warning   NodeNotReady                   pod/flagd-5d95fc8b65-r8kkk                            Node is not ready
38m         Warning   NodeNotReady                   pod/cloudflared-6f865d9d8b-78n9h                      Node is not ready
38m         Warning   NodeNotReady                   pod/shopping-copilot-65546fb68f-fltvf                 Node is not ready
38m         Warning   NodeNotReady                   pod/aiops-egress-proxy-78dc9f9c49-bj4s6               Node is not ready
38m         Normal    TaintManagerEviction           pod/shopping-copilot-65546fb68f-fltvf                 Cancelling deletion of Pod techx-tf3/shopping-copilot-65546fb68f-fltvf
38m         Normal    TaintManagerEviction           pod/cloudflared-6f865d9d8b-78n9h                      Cancelling deletion of Pod techx-tf3/cloudflared-6f865d9d8b-78n9h
38m         Normal    TaintManagerEviction           pod/prometheus-5f66b859cf-jl2j8                       Cancelling deletion of Pod techx-tf3/prometheus-5f66b859cf-jl2j8
38m         Normal    TaintManagerEviction           pod/aiops-egress-proxy-78dc9f9c49-bj4s6               Cancelling deletion of Pod techx-tf3/aiops-egress-proxy-78dc9f9c49-bj4s6
38m         Normal    TaintManagerEviction           pod/flagd-5d95fc8b65-r8kkk                            Cancelling deletion of Pod techx-tf3/flagd-5d95fc8b65-r8kkk
38m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/recommendation-hpa            invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
38m         Warning   FailedUpdateStatus             horizontalpodautoscaler/product-reviews-hpa           Operation cannot be fulfilled on horizontalpodautoscalers.autoscaling "product-reviews-hpa": the object has been modified; please apply your changes to the latest version and try again
38m         Warning   FailedUpdateStatus             horizontalpodautoscaler/cart-hpa                      Operation cannot be fulfilled on horizontalpodautoscalers.autoscaling "cart-hpa": the object has been modified; please apply your changes to the latest version and try again
38m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/recommendation-hpa            failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
38m         Normal    SuccessfullyReconciled         ingress/frontend-proxy-internal                       Successfully reconciled
36m         Normal    SuccessfulCreate               replicaset/frontend-577476c78b                        Created pod: frontend-577476c78b-6mxw8
36m         Normal    ScalingReplicaSet              deployment/frontend                                   Scaled up replica set frontend-577476c78b from 2 to 3
36m         Normal    SuccessfulRescale              horizontalpodautoscaler/frontend-hpa                  New size: 3; reason: cpu resource utilization (percentage of request) above target
36m         Normal    Scheduled                      pod/frontend-577476c78b-6mxw8                         Successfully assigned techx-tf3/frontend-577476c78b-6mxw8 to ip-10-0-45-138.ap-southeast-1.compute.internal
36m         Normal    Started                        pod/frontend-577476c78b-6mxw8                         Container started
36m         Normal    Created                        pod/frontend-577476c78b-6mxw8                         Container created
36m         Normal    Pulled                         pod/frontend-577476c78b-6mxw8                         Container image "197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:0e9997d6e40bacdd68a3aac7f7df87a142fbd4e2beb3ef84741297b736fbc042" already present on machine and can be accessed by the pod
34m         Normal    SuccessfulDelete               replicaset/frontend-577476c78b                        Deleted pod: frontend-577476c78b-6mxw8
34m         Normal    Killing                        pod/frontend-577476c78b-6mxw8                         Stopping container frontend
34m         Normal    SuccessfulRescale              horizontalpodautoscaler/frontend-hpa                  New size: 2; reason: All metrics below target
34m         Normal    ScalingReplicaSet              deployment/frontend                                   Scaled down replica set frontend-577476c78b from 3 to 2
29m         Warning   FailedCreate                   replicaset/m5-t20                                     Error creating: pods "m5-t20-h4cpx" is forbidden: violates PodSecurity "restricted:v1.35": allowPrivilegeEscalation != false (container "c" must set securityContext.allowPrivilegeEscalation=false), unrestricted capabilities (container "c" must set securityContext.capabilities.drop=["ALL"]), runAsNonRoot != true (container "c" must not set securityContext.runAsNonRoot=false), runAsUser=0 (container "c" must not set runAsUser=0), seccompProfile (pod or container "c" must set securityContext.seccompProfile.type to "RuntimeDefault" or "Localhost")
27m         Normal    SuccessfulRescale              horizontalpodautoscaler/checkout-hpa                  New size: 3; reason: cpu resource utilization (percentage of request) above target
27m         Normal    ScalingReplicaSet              rollout/checkout-rollout                              Scaled up ReplicaSet checkout-rollout-7db54d4f76 (revision 37) from 2 to 3
27m         Normal    Scheduled                      pod/checkout-rollout-7db54d4f76-nt2hn                 Successfully assigned techx-tf3/checkout-rollout-7db54d4f76-nt2hn to ip-10-0-45-138.ap-southeast-1.compute.internal
27m         Normal    SuccessfulCreate               replicaset/checkout-rollout-7db54d4f76                Created pod: checkout-rollout-7db54d4f76-nt2hn
27m         Normal    Pulled                         pod/checkout-rollout-7db54d4f76-nt2hn                 Successfully pulled image "197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:8e22139cae1a6db0aa3dbabc83cba56a2608d78ee21c09541d7024959dac934e" in 647ms (647ms including waiting). Image size: 8435797 bytes.
27m         Normal    Started                        pod/checkout-rollout-7db54d4f76-nt2hn                 Container started
27m         Normal    Pulling                        pod/checkout-rollout-7db54d4f76-nt2hn                 Pulling image "197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:8e22139cae1a6db0aa3dbabc83cba56a2608d78ee21c09541d7024959dac934e"
27m         Normal    Created                        pod/checkout-rollout-7db54d4f76-nt2hn                 Container created
25m         Normal    ScalingReplicaSet              rollout/checkout-rollout                              Scaled down ReplicaSet checkout-rollout-7db54d4f76 (revision 37) from 3 to 2
25m         Normal    Killing                        pod/checkout-rollout-7db54d4f76-nt2hn                 Stopping container checkout
25m         Normal    SuccessfulRescale              horizontalpodautoscaler/checkout-hpa                  New size: 2; reason: All metrics below target
25m         Normal    SuccessfulDelete               replicaset/checkout-rollout-7db54d4f76                Deleted pod: checkout-rollout-7db54d4f76-nt2hn
19m         Normal    Scheduled                      pod/ad-748cc587b8-84ktb                               Successfully assigned techx-tf3/ad-748cc587b8-84ktb to ip-10-0-43-83.ap-southeast-1.compute.internal
19m         Normal    SuccessfulCreate               replicaset/ad-748cc587b8                              Created pod: ad-748cc587b8-84ktb
19m         Normal    Pulled                         pod/ad-748cc587b8-84ktb                               Container image "197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:04d1460d9a48b35182d85b17d416f4a4d16b74011bb42fdee417f288340a2052" already present on machine and can be accessed by the pod
19m         Normal    Started                        pod/ad-748cc587b8-84ktb                               Container started
19m         Normal    Created                        pod/ad-748cc587b8-84ktb                               Container created
19m         Warning   Unhealthy                      pod/ad-748cc587b8-84ktb                               Readiness probe failed: dial tcp 10.0.33.10:8080: connect: connection refused
16m         Normal    SuccessfulDelete               replicaset/ad-748cc587b8                              Deleted pod: ad-748cc587b8-84ktb
16m         Normal    Killing                        pod/ad-748cc587b8-84ktb                               Stopping container ad
16m         Normal    SuccessfulCreate               replicaset/ad-748cc587b8                              Created pod: ad-748cc587b8-vlmnv
16m         Normal    ScalingReplicaSet              deployment/ad                                         Scaled up replica set ad-748cc587b8 from 1 to 2
16m         Normal    Scheduled                      pod/ad-748cc587b8-vlmnv                               Successfully assigned techx-tf3/ad-748cc587b8-vlmnv to ip-10-0-43-83.ap-southeast-1.compute.internal
16m         Normal    SuccessfulRescale              horizontalpodautoscaler/ad-hpa                        New size: 2; reason: cpu resource utilization (percentage of request) above target
16m         Normal    Started                        pod/ad-748cc587b8-vlmnv                               Container started
16m         Normal    Pulled                         pod/ad-748cc587b8-vlmnv                               Container image "197826770971.dkr.ecr.ap-southeast-1.amazonaws.com/techx-corp@sha256:04d1460d9a48b35182d85b17d416f4a4d16b74011bb42fdee417f288340a2052" already present on machine and can be accessed by the pod
16m         Normal    Created                        pod/ad-748cc587b8-vlmnv                               Container created
15m         Warning   Unhealthy                      pod/ad-748cc587b8-vlmnv                               Readiness probe failed: dial tcp 10.0.39.177:8080: connect: connection refused
14m         Normal    SuccessfulDelete               replicaset/ad-748cc587b8                              Deleted pod: ad-748cc587b8-vlmnv
14m         Normal    SuccessfulRescale              horizontalpodautoscaler/ad-hpa                        New size: 1; reason: All metrics below target
14m         Normal    ScalingReplicaSet              deployment/ad                                         Scaled down replica set ad-748cc587b8 from 2 to 1
14m         Normal    Killing                        pod/ad-748cc587b8-vlmnv                               Stopping container ad
12m         Warning   FailedCreate                   replicaset/m5-t20                                     Error creating: pods "m5-t20-2gzrq" is forbidden: violates PodSecurity "restricted:v1.35": allowPrivilegeEscalation != false (container "c" must set securityContext.allowPrivilegeEscalation=false), unrestricted capabilities (container "c" must set securityContext.capabilities.drop=["ALL"]), runAsNonRoot != true (container "c" must not set securityContext.runAsNonRoot=false), runAsUser=0 (container "c" must not set runAsUser=0), seccompProfile (pod or container "c" must set securityContext.seccompProfile.type to "RuntimeDefault" or "Localhost")
5m17s       Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/frontend-hpa                  invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
5m17s       Warning   FailedGetResourceMetric        horizontalpodautoscaler/frontend-hpa                  failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
4m46s       Warning   Unhealthy                      pod/aiops-engine-5c97ccf9b8-fvhsr                     Liveness probe failed: Get "http://10.0.17.148:8000/readyz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
4m24s       Warning   Unhealthy                      pod/aiops-engine-5c97ccf9b8-fvhsr                     Readiness probe failed: Get "http://10.0.17.148:8000/readyz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
