Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,433,1,68,85.19972386382896,58.063890999619616,3041.9840419999673,11378.870669745958,1.03081863901974,0.0023806435081287296,68,73,78,82,91,120,180,210,3000,3000,3000
GET,/api/cart,1381,2,65,98.18987558650903,54.28546000257484,5070.487303000846,24.09703113685735,3.2876686847257757,0.004761287016257459,65,70,75,78,96,120,230,930,5100,5100,5100
POST,/api/cart,2776,3,69,90.90238832998638,58.993638998799725,4035.695010999916,118.4178674351585,6.608666378565354,0.007141930524386189,69,74,78,82,100,130,240,560,3300,4000,4000
POST,/api/checkout,893,1,96,110.76281561482266,78.36285800294718,4687.879649998649,1702.3997760358343,2.1259146527589556,0.0023806435081287296,96,100,110,110,130,150,200,230,4700,4700,4700
GET,/api/data/,1364,2,130,147.7406779361277,107.94633399927989,3295.9828519997245,157.908357771261,3.247197745087587,0.004761287016257459,130,140,140,150,170,210,270,330,3200,3300,3300
POST,/api/product-ask-ai-assistant/[id],499,0,75,95.80876680761112,60.64302700178814,3230.9681580009055,262.25250501002006,1.187941110556236,0.0,75,82,88,96,130,170,220,310,3200,3200,3200
GET,/api/product-reviews/[id],921,0,68,84.3215190879076,56.93148399950587,3236.294120000821,1004.28555917481,2.19257267098656,0.0,68,73,80,85,110,140,180,270,3200,3200,3200
GET,/api/products/[id],7408,11,65,87.74021859436549,54.805511001177365,5072.5068079991615,613.8625809935205,17.63580710821763,0.026187078589416025,65,70,74,78,94,120,160,220,4000,5100,5100
GET,/api/recommendations,1409,4,74,100.33387180695058,55.28921299992362,5077.774524001143,2451.929737402413,3.3543267029533803,0.009522574032514919,74,81,87,92,120,160,210,250,4400,5100,5100
,Aggregated,17084,24,70,96.11828998542367,54.28546000257484,5077.774524001143,941.3931749004917,40.67091369287122,0.057135444195089514,70,78,88,97,120,150,200,280,3300,5100,5100
