Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,4801,5,130,338.37679698953605,58.1824940018123,13386.257047997788,11393.221203915851,11.42619867882506,0.01189981116311712,130,220,340,460,800,1200,1800,2500,8700,13000,13000
GET,/api/cart,14116,10,120,275.4349230064339,56.53544699816848,15068.916316999093,24.045267781241144,33.59554687571225,0.02379962232623424,120,180,260,340,580,890,1400,2100,7700,14000,15000
POST,/api/cart,28312,22,160,330.05252692334113,60.51533099889639,15093.990843997744,118.28182396157106,67.38149073003439,0.05235916911771533,160,230,330,430,750,1100,1600,1900,9100,15000,15000
POST,/api/checkout,9279,6021,1900,5205.316238933165,88.0771240008471,15449.532332000672,592.4621187627977,22.083669556512753,14.329752602625636,1900,3100,10000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/api/data/,14117,25,240,444.0165799465381,99.03216900056577,15649.256354998215,157.09442516115323,33.597926837944875,0.0594990558155856,240,360,470,540,800,1100,1900,3500,13000,15000,16000
POST,/api/product-ask-ai-assistant/[id],4686,1,2000,2185.4017406570415,66.62124899958144,15088.712199998554,157.9498506188647,11.152503022073365,0.0023799622326234242,2000,2600,3000,3300,4100,4700,5600,6300,13000,15000,15000
GET,/api/product-reviews/[id],9361,7044,1300,1189.4975531559787,62.9060639985255,15094.313468998735,265.0415553893815,22.278826459587872,16.764453966599397,1300,1300,1400,1400,1500,1600,2000,2600,11000,15000,15000
GET,/api/products/[id],75134,37609,1300,922.8984263719491,55.09549399721436,15102.48333599884,316.3996858945351,178.81608238592835,89.50799960673436,1300,1300,1300,1400,1600,1900,2300,3000,9600,15000,15000
GET,/api/recommendations,14193,15,910,1078.405903186069,67.7220839970687,15101.162587001454,919.1756499682942,33.778803967624256,0.03569943348935136,910,1400,1500,1600,1800,2100,2600,3300,11000,15000,15000
,Aggregated,173999,50752,530,1008.3269987798041,55.09549399721436,15649.256354998215,610.0131150179024,414.1110485142432,120.78784323010402,530,1300,1300,1400,1700,2300,5100,15000,15000,15000,16000
