Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1452,0,72,96.83597808676296,57.75176899987855,1003.1765779995112,11405.0,3.456706500868095,0.0,72,80,90,99,150,240,320,400,920,1000,1000
GET,/api/cart,4118,0,66,108.24377138198595,54.840501000398945,1916.7018099997222,24.0,9.803524359900011,0.0,66,75,87,100,160,260,470,990,1900,1900,1900
POST,/api/cart,8235,0,72,99.0187018911966,57.652337000035914,1866.8804930002807,117.610686095932,19.60466806793992,0.0,72,78,86,93,130,190,380,700,1600,1900,1900
POST,/api/checkout,2736,1,160,239.29074895503257,80.78202300021076,2893.2223519996114,1644.8227339181287,6.513463489239055,0.0023806518601019937,160,220,280,330,480,700,900,1000,2100,2900,2900
GET,/api/data/,4239,0,130,164.0621061809297,107.85679000036907,1039.7326940001221,159.58480773767397,10.091583234972353,0.0,130,150,170,180,250,330,450,530,870,1000,1000
POST,/api/product-ask-ai-assistant/[id],1357,0,76,127.24600028738921,62.4421379998239,4054.9158849999003,263.1230655858511,3.230544574158406,0.0,76,90,110,130,200,280,440,870,3700,4100,4100
GET,/api/product-reviews/[id],2766,23,72,109.05945864786624,57.78591600028449,978.5673450005561,995.9551699204627,6.584883045042115,0.05475499278234586,72,87,110,120,200,280,480,560,800,980,980
GET,/api/products/[id],22145,110,67,92.0591173164162,55.00805300016509,2942.505620999327,608.6729735832016,52.719535441958655,0.26187170461121934,67,75,85,96,150,210,330,450,780,1200,2900
GET,/api/recommendations,4191,0,83,122.8936947554222,63.06484200013074,10351.62555900024,2437.9107611548557,9.977311945687456,0.0,83,100,130,140,210,290,450,580,980,10000,10000
,Aggregated,51239,134,74,112.80390660924152,54.840501000398945,10351.62555900024,968.2536349265208,121.98222065976606,0.3190073492536672,74,92,120,130,190,280,450,590,1500,2900,10000
