Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,2810,0,75,99.04805274590579,58.99640100142278,3815.465071998915,11405.0,6.689468187405149,0.0,75,83,91,98,130,170,270,360,3200,3800,3800
GET,/api/cart,8358,0,69,110.00881635858825,55.29636500068591,4442.8019280003355,24.0,19.897001818623572,0.0,69,74,81,87,130,210,600,1100,3700,4400,4400
POST,/api/cart,17074,1,77,102.99843538772089,58.17679699975997,3160.952995000116,118.20873843270469,40.64625616788452,0.0023805936609982738,77,84,91,98,130,200,350,670,1700,2200,3200
POST,/api/checkout,5431,3442,15000,13235.04908679579,217.05341300003056,15724.702692999927,627.295157429571,12.929004172881625,8.194003381156058,15000,15000,15000,15000,15000,15000,15000,15000,15000,16000,16000
GET,/api/data/,8699,1,130,172.9832658897638,25.817523999648984,4863.029683001514,157.98229681572596,20.708784257023982,0.0023805936609982738,130,140,160,170,210,270,390,1000,4000,4900,4900
POST,/api/product-ask-ai-assistant/[id],2832,0,92,231.62177783476255,62.72322499899019,6571.952912001507,256.7231638418079,6.741841247947111,0.0,92,130,180,240,530,840,1400,1900,6500,6600,6600
GET,/api/product-reviews/[id],5634,431,82,173.68709847019676,57.95612700057973,4442.856920999475,929.3643947461838,13.412264686064274,1.026035867890256,82,110,160,210,480,570,630,750,3500,4400,4400
GET,/api/products/[id],45696,313,69,98.77323493119722,55.282802999499836,4119.097574000989,608.2780549719888,108.78360793297712,0.7451258158924596,69,75,81,87,120,170,330,700,3400,4000,4100
GET,/api/recommendations,8574,0,89,157.61428591299057,63.339560001622885,4174.479110999528,2415.575460695125,20.411210049399198,0.0,89,110,140,180,290,410,580,840,3900,4200,4200
,Aggregated,105108,4188,77,797.6570731053511,25.817523999648984,15724.702692999927,889.734016440233,250.21943852020655,9.96992625226077,77,92,120,130,260,4500,15000,15000,15000,15000,16000
