Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,4633,282,110,280.99016712951783,52.84444400058419,15383.836397999403,10711.949492769263,11.027351474370578,0.6712093925690703,110,160,220,270,460,620,930,3100,15000,15000,15000
GET,/api/cart,13953,4,93,276.28034783709757,56.55779199878452,21301.517133000743,24.020354045724932,33.210583881263254,0.009520700603816601,93,140,190,250,420,640,1400,3300,15000,17000,21000
POST,/api/cart,27870,5,100,201.47681518048338,60.58464899979299,8786.247068001103,118.48478650879082,66.33548145709216,0.01190087575477075,100,150,210,260,430,610,860,1300,3800,8800,8800
POST,/api/checkout,8877,8875,15000,14779.137227550182,94.64484999989509,18017.31215700056,24.212459164132028,21.12881481501999,21.124054464718082,15000,15000,15000,15000,15000,15000,15000,15000,15000,18000,18000
GET,/api/data/,13994,1479,190,382.49769478233384,52.02739400010614,21038.362122000763,144.3121337716164,33.308171062452374,3.520279048261188,190,270,340,400,570,800,1500,4700,15000,17000,21000
POST,/api/product-ask-ai-assistant/[id],4596,298,210,500.80609720867676,52.436490999753005,16586.109411999132,231.39077458659705,10.939284993785273,0.7092921949843367,210,370,520,630,1000,1500,2700,5700,15000,17000,17000
GET,/api/product-reviews/[id],9291,2067,190,402.55917901894156,52.90533199877245,16834.301214001243,785.1870627488968,22.114207327515008,4.919822037022228,190,370,520,570,670,840,1300,3900,15000,17000,17000
GET,/api/products/[id],73894,13234,150,370.71770870735344,57.033619999856455,17445.594627999526,506.3993152353371,175.88066260460596,31.49923794772722,150,310,500,580,690,840,1100,2500,15000,17000,17000
GET,/api/recommendations,13993,986,430,542.3523131651581,52.59691300125269,17612.76056799943,1568.7811048381334,33.30579088730142,2.346852698840792,430,600,670,730,930,1100,1600,3600,15000,17000,18000
,Aggregated,171101,27230,160,1100.775754243904,52.02739400010614,21301.517133000743,720.2219566221121,407.25034850340603,64.8121693604815,160,320,500,590,850,15000,15000,15000,15000,17000,21000
