Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1433,0,66,83.63909362317199,55.09567099943524,3191.5666539989616,11405.0,3.41130146417467,0.0,66,71,76,82,100,140,180,250,2400,3200,3200
GET,/api/cart,4256,0,61,96.01311151527207,51.60613000043668,3719.9615340014134,24.0,10.131541543284994,0.0,61,66,71,76,100,150,440,940,3400,3700,3700
POST,/api/cart,8580,0,66,87.27769518496996,54.773152000052505,1868.9722190010798,119.01899766899767,20.424959220250294,0.0,66,71,76,80,100,140,240,700,1700,1900,1900
POST,/api/checkout,2830,1,140,212.9893318961386,75.8710570007679,2134.5225570003095,1693.5968197879859,6.736903798753884,0.0023805313776515493,140,190,240,290,420,560,770,1100,2000,2100,2100
GET,/api/data/,4115,0,120,142.74795646706303,101.67897399878711,3634.9847720011894,158.12126366950181,9.795886619036125,0.0,120,130,140,140,180,220,280,370,2700,3600,3600
POST,/api/product-ask-ai-assistant/[id],1358,0,72,124.88943647864144,59.10877899987099,5769.372021999516,260.86156111929307,3.2327616108508037,0.0,72,82,96,110,180,280,470,620,4600,5800,5800
GET,/api/product-reviews/[id],2772,18,65,98.3389717788628,53.36350300058257,3447.0361590010725,998.0256132756133,6.598832978850094,0.04284956479772788,65,73,83,93,150,240,430,550,3100,3400,3400
GET,/api/products/[id],22507,21,61,78.03096832573061,51.982679000502685,3694.08820299941,611.7528768827476,53.578619716803416,0.04999115893068253,61,65,70,74,92,120,170,220,3200,3500,3700
GET,/api/recommendations,4134,0,74,104.83196245378561,59.67409100048826,3974.5529029987665,2445.2578616352203,9.841116715211504,0.0,74,82,91,100,150,200,290,380,3500,4000,4000
,Aggregated,51985,40,66,98.09196345073099,51.60613000043668,5769.372021999516,960.0545349620082,123.75192366721579,0.09522125510606197,66,76,90,110,140,190,340,560,3200,3700,5800
