Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,4678,2,86,157.27808162208436,57.761214000493055,7378.302618999442,11400.16460025652,11.134254088873567,0.004760262543340559,86,110,130,160,290,420,670,1200,4100,7400,7400
GET,/api/cart,14245,3,76,158.54456271001365,55.61093099822756,9281.70102399963,24.014952614952616,33.90496996494313,0.0071403938150108376,76,91,110,140,280,480,1000,1600,4100,7900,9300
POST,/api/cart,28657,3,91,157.58556593010428,59.32856800063746,11337.630497000646,118.30966256063091,68.2074218522552,0.0071403938150108376,91,110,130,160,300,470,770,1200,2100,8500,11000
POST,/api/checkout,9060,8853,15000,14545.786411607267,73.59048999933293,15256.028358002368,57.01467991169978,21.56398932133273,21.071302148096983,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000
GET,/api/data/,14300,8,150,229.130679284186,71.52433399824076,12340.06189000138,157.48342657342658,34.035877184884995,0.019041050173362235,150,170,210,240,370,510,780,1300,5600,12000,12000
POST,/api/product-ask-ai-assistant/[id],4750,2,360,691.7074292976832,63.94289099989692,15058.781725998415,215.92884210526316,11.305623540433826,0.004760262543340559,360,730,1000,1200,1700,2200,2900,3800,8900,15000,15000
GET,/api/product-reviews/[id],9538,3957,380,383.95825311178567,58.12186299954192,10009.678172998974,596.6100859719019,22.701692069191125,9.418179441999294,380,560,570,580,630,710,910,1100,5100,10000,10000
GET,/api/products/[id],76047,1727,80,155.6784237905244,54.65077700137044,8850.9774799968,598.751127592147,181.00184281670974,4.110486706174572,80,100,130,160,290,460,700,1100,4500,8200,8900
GET,/api/recommendations,14137,7,190,317.065935089891,64.84668600023724,9251.66998900022,2160.2978708353967,33.647915787602734,0.016660918901691954,190,340,470,550,600,740,1100,1600,5200,8400,9300
,Aggregated,175412,14562,100,945.4346319130098,54.65077700137044,15256.028358002368,813.0602011264908,417.50358662622705,34.65947157806261,100,150,220,310,610,8300,15000,15000,15000,15000,15000
