Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1907,0,70,94.68112295389568,57.35549900055048,4010.710960999859,11405.0,4.539564338842291,0.0,70,76,82,86,110,160,230,320,3500,4000,4000
GET,/api/cart,5596,0,64,101.6654215643093,54.34302600042429,8164.718845000607,24.0,13.321133738941509,0.0,64,69,73,77,96,150,600,1100,3300,8200,8200
POST,/api/cart,10567,0,69,102.21314080573,58.65962800089619,2036.0948010020365,117.21434655058201,25.154471089956203,0.0,69,74,79,83,100,170,650,990,1800,2000,2000
POST,/api/checkout,3548,11,120,249.7878190507704,79.44916999986162,9236.941705999925,1622.6772829763247,8.445922534982929,0.026185216427511898,120,140,150,160,200,420,2000,4600,9000,9200,9200
GET,/api/data/,5555,0,130,145.64595016056774,105.39441099899705,3641.026717999921,159.2140414041404,13.22353429589351,0.0,130,130,140,150,170,200,250,310,3400,3600,3600
POST,/api/product-ask-ai-assistant/[id],1842,0,77,288.2487890960781,60.132514001452364,11153.582371000084,256.8230184581976,4.384833514497902,0.0,77,89,100,120,250,660,3500,5500,11000,11000,11000
GET,/api/product-reviews/[id],3628,185,71,172.50400116703327,56.01962299988372,3845.208144000935,954.6976295479603,8.636360472637561,0.4403877308263365,71,82,97,120,280,1300,1300,1300,3300,3800,3800
GET,/api/products/[id],29328,695,66,116.69360447569731,53.21945299874642,4034.159009999712,596.248431533006,69.81454794418809,1.6544295833746154,66,70,75,80,100,200,1300,1300,3200,3900,4000
GET,/api/recommendations,5577,0,78,131.35936997365877,62.627777999296086,4033.261274002143,2374.4918414918416,13.275904728748532,0.0,78,86,97,110,200,420,570,750,3400,4000,4000
,Aggregated,67548,891,71,130.8203546919303,53.21945299874642,11153.582371000084,953.8396695683069,160.79627265868854,2.1210025306284637,71,81,96,110,150,230,1300,1300,4400,9900,11000
