Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,803,0,84,593.9888197222905,59.0545339991877,48163.292100000035,11405.0,1.9115954637215111,0.0,84,110,170,220,480,1200,2700,7700,48000,48000,48000
GET,/api/cart,2683,0,78,374.44717052889314,56.15824300002714,46445.414283999526,24.0,6.387061804688437,0.0,78,110,140,190,480,1000,2400,5200,44000,46000,46000
POST,/api/cart,5126,0,80,224.27082415646078,58.06735999976809,22773.01024999997,117.87943815840812,12.202787480742797,0.0,80,100,140,180,370,800,1600,2600,8900,23000,23000
POST,/api/checkout,1695,0,150,363.0241280430721,79.15813599993271,11109.536194999237,1659.30796460177,4.035061408478159,0.0,150,230,310,380,670,1200,2800,4300,7000,11000,11000
GET,/api/data/,2564,3,150,718.1631198077131,109.1259060003722,86216.27802300008,158.2515600624025,6.1037743075740405,0.007141701607925944,150,210,290,370,740,1600,4900,10000,67000,86000,86000
POST,/api/product-ask-ai-assistant/[id],840,1,90,339.04247530834414,62.159952000001795,25038.279063999653,259.5547619047619,1.9996764502192645,0.0023805672026419814,90,120,170,230,430,740,2300,4100,25000,25000,25000
GET,/api/product-reviews/[id],1761,9,89,535.1347592299785,58.74540500008152,46855.28773799979,999.1425326519023,4.192178843852529,0.021425104823777835,89,130,180,220,480,1200,5000,8900,47000,47000,47000
GET,/api/products/[id],13920,99,78,408.4299199407331,55.39767499976733,61470.07247900001,608.9046695402299,33.137495460776385,0.23567615306155618,78,110,150,190,440,1000,2700,6500,46000,60000,61000
GET,/api/recommendations,2628,1,100,582.6617179273161,64.26699399980862,67570.53451299999,2440.1358447488583,6.256130608543128,0.0023805672026419814,100,150,200,240,510,1200,3300,8300,48000,68000,68000
,Aggregated,32020,113,90,422.60058189141125,55.39767499976733,86216.27802300008,934.143878825734,76.22576182859625,0.2690040938985439,90,130,180,220,480,1100,2700,6100,46000,67000,86000
