Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,3749,0,99,144.16956834119506,57.836251999106025,4189.789848001965,11405.0,8.922603464427405,0.0,99,120,140,160,240,370,490,650,3600,4200,4200
GET,/api/cart,11459,3,87,140.53653504879713,54.896590001590084,4836.609162000968,24.018588009424906,27.272369458221828,0.007139986768013394,87,100,120,130,210,350,640,1300,3700,4200,4800
POST,/api/cart,22790,1,110,151.24163512268225,58.23342300209333,2231.671997997182,118.28569548047389,54.24009948100842,0.002379995589337798,110,130,150,160,230,370,580,900,1900,2200,2200
POST,/api/checkout,7540,3247,1400,2130.510848471088,95.41390799859073,15146.82351999727,922.4698938992043,17.945166743606997,7.727845678579831,1400,1600,1900,2500,5500,8700,14000,15000,15000,15000,15000
GET,/api/data/,11450,4,160,213.9528486845413,111.16101999868988,5072.624393000297,159.00113537117903,27.250949497917787,0.009519982357351192,160,180,210,230,320,420,560,820,4100,4700,5100
POST,/api/product-ask-ai-assistant/[id],3766,0,1500,1500.905706317594,65.80193199988571,8742.69970199748,188.07780138077536,8.963063389446148,0.0,1500,1900,2100,2400,2900,3300,3800,4200,7900,8700,8700
GET,/api/product-reviews/[id],7600,4951,1300,1009.6220912423412,61.40209500154015,5056.06663800063,364.2473684210526,18.087966478967267,11.783358162811439,1300,1300,1300,1300,1300,1400,1500,1600,4000,5100,5100
GET,/api/products/[id],60431,22917,410,667.518980410982,54.041583000071114,5399.282241000037,388.0059241117969,143.82551345927249,54.54235892085432,410,1300,1300,1300,1300,1400,1500,1600,3900,5100,5400
GET,/api/recommendations,11303,1,630,822.4288270489246,66.60356299835257,5583.290126000065,1463.0796248783508,26.90109014628513,0.002379995589337798,630,1300,1300,1400,1500,1600,1800,1900,4300,5600,5600
,Aggregated,140088,31124,180,621.5507392994066,54.041583000071114,15146.82351999727,699.3150519673349,333.40882211915346,74.07498272254963,180,650,1300,1300,1400,1500,2300,3600,14000,15000,15000
