Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,4134,1,76,106.14609740057338,56.288242998562055,4053.4462569994503,11402.245524915335,9.840971517922123,0.0023804962549400393,76,85,94,100,150,240,330,390,3400,4100,4100
GET,/api/cart,12385,1,68,106.97057967152429,54.18573499991908,4215.978071999416,24.005732741219216,29.48244611743239,0.0023804962549400393,68,75,82,90,140,230,360,830,3500,4200,4200
POST,/api/cart,24603,2,75,113.49386357138535,55.75118299748283,1972.802389998833,118.11279112303377,58.56734936028979,0.004760992509880079,75,83,91,100,160,290,540,820,1800,1900,2000
POST,/api/checkout,8254,68,170,297.1231724442551,66.7835419990297,3713.2015239985776,1639.9975769323964,19.648616088275084,0.16187374533592266,170,210,260,320,550,1100,1800,2100,3000,3700,3700
GET,/api/data/,12451,16,130,166.6906130518899,52.78650599939283,5192.917791999207,160.03212593365996,29.63955887025843,0.03808794007904063,130,150,160,170,220,290,370,440,3500,5100,5200
POST,/api/product-ask-ai-assistant/[id],3908,25,210,1207.225928565203,60.64613600028679,15479.750840000634,159.86258955987716,9.302979364305674,0.059512406373500984,210,600,1100,1600,3400,5300,11000,13000,15000,15000,15000
GET,/api/product-reviews/[id],8366,2272,170,491.7890135297816,55.377254997438285,5176.400696000201,737.0877360745876,19.91523166882837,5.408487491223769,170,540,1100,1300,1300,1300,1300,1400,3800,5200,5200
GET,/api/products/[id],65979,541,70,117.71884999466184,54.61377499887021,5114.929151000979,608.0302672062323,157.06276240468887,1.2878484739225613,70,77,85,94,160,270,750,1300,3300,4200,5100
GET,/api/recommendations,12281,10,95,187.56317939791526,52.37935799959814,4187.648548999277,2347.3644654344107,29.234874506918622,0.023804962549400392,95,140,210,270,440,560,640,880,3300,4100,4200
,Aggregated,152361,2936,78,183.6849904884002,52.37935799959814,15479.750840000634,929.408798839598,362.69478989891934,6.989137004503956,78,100,130,150,280,580,1300,1600,6600,15000,15000
