Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1785398210,120,,Aggregated,605.600000,279.600000,74,83,91,99,130,200,320,400,1300,3400,4100,165348,67442,74,95.0167382606213,51.41346999880625,4053.5133570010657,3913.6964160437383
1785398211,120,,Aggregated,605.600000,279.600000,74,83,91,99,130,200,320,400,1300,3400,4100,165348,67442,74,95.0167382606213,51.41346999880625,4053.5133570010657,3913.6964160437383
1785398212,120,,Aggregated,605.600000,279.600000,74,83,91,99,130,200,320,400,1300,3400,4100,165348,67442,74,95.0167382606213,51.41346999880625,4053.5133570010657,3913.6964160437383
1785398213,120,,Aggregated,614.800000,296.400000,74,82,91,99,130,200,310,400,1300,3400,4100,167207,68330,74,94.87581932229699,51.41346999880625,4053.5133570010657,3907.7411472007752
1785398214,120,,Aggregated,614.800000,296.400000,74,82,91,99,130,200,310,400,1300,3400,4100,167207,68330,74,94.87581932229699,51.41346999880625,4053.5133570010657,3907.7411472007752
1785398215,120,,Aggregated,614.800000,296.400000,74,82,91,99,130,200,310,400,1300,3400,4100,167207,68330,74,94.87581932229699,51.41346999880625,4053.5133570010657,3907.7411472007752
1785398216,120,,Aggregated,618.100000,299.300000,74,82,91,99,130,200,310,400,1300,3400,4100,169127,69216,74,94.70056437514002,51.41346999880625,4053.5133570010657,3903.772697440385
1785398217,120,,Aggregated,618.100000,299.300000,74,82,91,99,130,200,310,400,1300,3400,4100,169127,69216,74,94.70056437514002,51.41346999880625,4053.5133570010657,3903.772697440385
1785398218,120,,Aggregated,618.100000,299.300000,74,82,91,99,130,200,310,400,1300,3400,4100,169127,69216,74,94.70056437514002,51.41346999880625,4053.5133570010657,3903.772697440385
1785398219,120,,Aggregated,629.800000,300.000000,73,82,91,98,130,200,310,390,1300,3400,4100,171107,70255,73,94.45702616718363,51.41346999880625,4053.5133570010657,3894.244198074889
1785398220,120,,Aggregated,629.800000,300.000000,73,82,91,98,130,200,310,390,1300,3400,4100,171107,70255,73,94.45702616718363,51.41346999880625,4053.5133570010657,3894.244198074889
1785398221,120,,Aggregated,629.800000,300.000000,73,82,91,98,130,200,310,390,1300,3400,4100,171107,70255,73,94.45702616718363,51.41346999880625,4053.5133570010657,3894.244198074889
1785398222,120,,Aggregated,642.000000,315.600000,73,82,91,98,130,200,310,390,1300,3400,4100,173018,71222,73,94.28904556474116,51.41346999880625,4053.5133570010657,3886.7349235339675
1785398223,120,,Aggregated,642.000000,315.600000,73,82,91,98,130,200,310,390,1300,3400,4100,173018,71222,73,94.28904556474116,51.41346999880625,4053.5133570010657,3886.7349235339675
1785398224,120,,Aggregated,642.000000,315.600000,73,82,91,98,130,200,310,390,1300,3400,4100,173018,71222,73,94.28904556474116,51.41346999880625,4053.5133570010657,3886.7349235339675
1785398225,120,,Aggregated,645.100000,321.500000,73,82,91,98,130,200,310,390,1300,3400,4100,174931,72206,73,94.1307987161479,51.41346999880625,4053.5133570010657,3878.2829687133785
1785398226,120,,Aggregated,645.100000,321.500000,73,82,91,98,130,200,310,390,1300,3400,4100,174931,72206,73,94.1307987161479,51.41346999880625,4053.5133570010657,3878.2829687133785
1785398227,120,,Aggregated,645.100000,321.500000,73,82,91,98,130,200,310,390,1300,3400,4100,174931,72206,73,94.1307987161479,51.41346999880625,4053.5133570010657,3878.2829687133785
